applicant_gender,total_income,income_type,education_type,family_status,job_title,applicant_age,years_of_working,total_bad_debt,total_good_debt,status
,247500,Commercial Associate,Secondary / Secondary Special,,Laborers,49,1,0,8,1
Female,,State Servant,,Separated,Medicine Staff,54,34,0,28,1
Female,,Working,,,It Staff,38,2,0,51,1
,,Working,,,,,,,,1
Female,135000,Working,Secondary / Secondary Special,Married,Laborers,44,16,0,,1
Male,270000,Working,Secondary / Secondary Special,,Laborers,,,0,,1
Male,247500,State Servant,Secondary / Secondary Special,Married,,33,,0,21,1
Female,130500,,,Married,,50,10,0,41,1
,157500,,,Married,,,,0,,1
Female,157500,,,,Core Staff,35,,,,1
,,Commercial Associate,Secondary / Secondary Special,,Laborers,,,0,10,1
Male,135000,Working,,Married,Managers,33,,,9,1
Female,144000,Working,Secondary / Secondary Special,,,,6,2,17,1
Male,,,Secondary / Secondary Special,Married,Drivers,44,14,,17,1
Female,,Working,Secondary / Secondary Special,Married,,45,27,,,1
Male,225000,,Secondary / Secondary Special,,,45,,3,,1
,157500,Working,Lower Secondary,Married,,,4,0,34,1
Female,202500,Working,Secondary / Secondary Special,,High Skill Tech Staff,54,,0,,1
Male,,Commercial Associate,,Married,Managers,32,,0,17,1
Male,225000,Commercial Associate,Higher Education,Single / Not Married,Sales Staff,44,7,0,,1
Female,202500,Working,Secondary / Secondary Special,Married,Laborers,55,,1,9,1
,180000,Working,Higher Education,Married,Laborers,,,0,19,1
,292500,,,Married,High Skill Tech Staff,43,,0,9,1
Female,126000,,Higher Education,,Core Staff,,,0,,1
,135000,,Higher Education,,,,13,0,18,1
,67500,Working,,Married,,43,,,,1
Female,,,Secondary / Secondary Special,,Sales Staff,,1,0,2,1
Male,202500,,,,Laborers,,,0,31,1
Male,315000,Working,,Married,,41,,,34,1
Female,,,,,Sales Staff,41,,,3,1
,112500,Working,Secondary / Secondary Special,,,29,,0,45,1
Male,,,Secondary / Secondary Special,Married,Sales Staff,,4,0,8,1
,360000,Working,,,Managers,52,24,,,1
Female,,,Secondary / Secondary Special,Married,,43,9,0,,1
,,Working,,Married,Cleaning Staff,,,0,6,1
,,Commercial Associate,Secondary / Secondary Special,Civil Marriage,Laborers,,,0,25,1
,225000,Commercial Associate,,Single / Not Married,,,26,7,11,1
Female,103500,Commercial Associate,,Married,Laborers,51,2,,,1
Male,,Working,,Married,,,5,,,1
Female,225000,Working,Secondary / Secondary Special,,,37,8,0,4,1
,180000,,Secondary / Secondary Special,,Sales Staff,,19,,,1
,,Working,Secondary / Secondary Special,,,,,1,4,1
Female,121500,,,,Sales Staff,,11,,,1
Female,,,,Married,Managers,51,,,36,1
Female,112500,Working,Secondary / Secondary Special,,,,7,,3,1
Female,112500,Working,,,Cooking Staff,,,1,1,0
Female,,Commercial Associate,Secondary / Secondary Special,,Accountants,,11,,55,1
Female,144000,Working,Secondary / Secondary Special,Married,Cooking Staff,,6,0,1,1
Male,225000,Working,,,,,2,,24,1
Male,166500,Commercial Associate,Incomplete Higher,Single / Not Married,Laborers,29,,0,,1
,202500,Working,Secondary / Secondary Special,Married,Sales Staff,,,0,51,1
Male,135000,Working,,,Laborers,37,5,0,7,1
Male,270000,Working,Secondary / Secondary Special,,Drivers,42,4,,3,1
Female,,,,,,54,,,3,1
Female,135000,,,Married,Sales Staff,32,6,0,17,1
,,,,,Laborers,35,6,,,1
,81000,Working,Higher Education,Married,Sales Staff,,9,,1,1
Male,360000,Commercial Associate,,,Drivers,43,1,0,34,1
Male,,Working,,Married,Laborers,,7,,23,1
Female,270000,Working,,,,33,6,4,27,1
Male,176400,Commercial Associate,Higher Education,Married,Sales Staff,27,1,0,4,1
Male,135000,,Secondary / Secondary Special,Civil Marriage,Drivers,,,,23,1
Male,,Commercial Associate,Secondary / Secondary Special,Married,Drivers,,3,0,,1
Female,,Working,,,Medicine Staff,29,4,0,15,1
Male,,,,Married,Laborers,42,,,,1
Female,,Working,Secondary / Secondary Special,,,,,0,44,1
,,,,,Laborers,29,11,0,,1
Female,135000,Working,,,High Skill Tech Staff,,,0,,1
,112500,,Secondary / Secondary Special,,Drivers,,5,0,,1
,225000,Working,,Separated,,48,4,,8,1
Male,112500,Commercial Associate,Higher Education,Married,Security Staff,56,,,,0
Male,450000,Commercial Associate,,Married,,,2,0,,1
,,Working,Secondary / Secondary Special,,Cleaning Staff,,,0,43,1
,,Working,Secondary / Secondary Special,Civil Marriage,Cooking Staff,38,4,,,1
,135000,,Secondary / Secondary Special,Married,Laborers,,22,0,,1
Female,112500,,Secondary / Secondary Special,,Medicine Staff,,33,0,,1
Female,122400,Working,Secondary / Secondary Special,Married,Medicine Staff,,,0,,1
Female,247500,Working,Secondary / Secondary Special,Separated,,38,,2,6,1
Male,225000,,,Single / Not Married,Laborers,,,1,,1
Female,247500,,Secondary / Secondary Special,Married,Sales Staff,41,4,0,35,1
,360000,Working,,,Managers,52,24,,,1
Female,270000,Commercial Associate,Higher Education,,,30,3,3,8,1
Female,,,Higher Education,Married,Accountants,,,0,47,1
Female,,,Secondary / Secondary Special,Single / Not Married,Core Staff,,,0,,1
Male,121500,,,Married,Managers,48,,0,39,1
,81000,State Servant,Higher Education,,,54,19,0,8,1
Male,382500,Working,,,Managers,,8,,12,1
Female,99000,State Servant,Secondary / Secondary Special,Married,,40,13,,39,1
Female,,,,,Sales Staff,41,,,,1
Female,,Working,,Single / Not Married,Core Staff,,6,0,11,1
Female,,Working,,Married,,38,16,,,1
Male,225000,,Secondary / Secondary Special,,Drivers,,1,0,,1
Male,,,Secondary / Secondary Special,Married,,33,11,0,,1
,,Commercial Associate,Secondary / Secondary Special,,Drivers,,1,,9,1
,94500,Working,Secondary / Secondary Special,Married,,46,,0,9,1
Female,297000,Commercial Associate,,,,,,,1,1
,103500,,,Married,,,,,14,1
Male,135000,,Secondary / Secondary Special,Married,Laborers,,8,0,15,1
,,Working,Secondary / Secondary Special,,Sales Staff,,8,,,1
Female,,Working,,Married,,38,,,,1
,112500,,Secondary / Secondary Special,Married,,,10,,46,1
Female,144000,Working,Secondary / Secondary Special,Married,Cooking Staff,,6,0,1,1
Female,225000,,Higher Education,Single / Not Married,,57,,0,7,1
Female,112500,Working,Secondary / Secondary Special,,,25,2,,,1
Female,180000,,Higher Education,Civil Marriage,Sales Staff,,,0,36,1
Female,54000,Working,Secondary / Secondary Special,Separated,Cooking Staff,,,0,,1
,,,Higher Education,Married,Managers,,8,,,1
,675000,,Secondary / Secondary Special,Married,Drivers,39,19,0,,1
Female,135000,Commercial Associate,,,Core Staff,50,29,,,1
Female,,State Servant,Secondary / Secondary Special,Civil Marriage,Medicine Staff,51,,0,43,1
Male,270000,,,Married,,46,8,,21,1
Male,180000,Working,Higher Education,Married,Laborers,33,14,,12,1
,450000,,,,,,9,,18,1
Female,135000,,Secondary / Secondary Special,Married,,,,,,1
Male,,,Secondary / Secondary Special,Married,Laborers,37,12,,5,1
,,,Higher Education,Married,Sales Staff,,2,,,1
,,,Secondary / Secondary Special,Married,Laborers,41,8,0,16,1
Male,202500,Commercial Associate,,,,,,0,,1
,,,Higher Education,,Managers,,,0,38,1
,,Working,Secondary / Secondary Special,Married,,,16,,14,1
Male,,State Servant,,,,31,,0,25,1
Male,247500,Working,Secondary / Secondary Special,Single / Not Married,Managers,34,,,,1
,157500,Commercial Associate,Secondary / Secondary Special,Separated,Sales Staff,,,0,18,1
,,,Higher Education,,Accountants,38,2,,,1
,103500,State Servant,,,Core Staff,49,24,,14,1
,324000,State Servant,,Married,Managers,37,14,,56,1
Female,180000,,Secondary / Secondary Special,Civil Marriage,,55,10,10,,1
,,,,Married,Laborers,30,7,0,53,1
,,,Higher Education,Married,Managers,28,,,51,1
Female,135000,Working,Secondary / Secondary Special,,Laborers,,2,0,,1
Female,,Commercial Associate,Secondary / Secondary Special,Married,,34,,0,8,1
,135000,Working,Secondary / Secondary Special,Married,Low-Skill Laborers,,,0,21,1
,202500,Working,,Married,,,3,0,,1
Female,,,Higher Education,Married,Accountants,55,,0,31,1
,,Commercial Associate,Higher Education,Single / Not Married,,28,7,,32,1
Male,67500,,Secondary / Secondary Special,Married,,62,6,,,1
Female,292500,Working,Incomplete Higher,Married,Sales Staff,,,,21,1
Female,,Working,,Married,,61,2,0,19,1
Male,,Working,,Married,Laborers,,,0,,1
,112500,Working,,,Sales Staff,43,7,,5,1
,202500,Commercial Associate,Secondary / Secondary Special,Married,,52,,,,1
Male,225000,Working,Secondary / Secondary Special,,Drivers,41,,3,58,1
,,Working,Secondary / Secondary Special,,Sales Staff,,8,0,,1
,180000,Commercial Associate,,Separated,,,7,,14,1
Female,,,Secondary / Secondary Special,Civil Marriage,Core Staff,38,12,0,35,1
Female,90000,Working,Secondary / Secondary Special,,,48,9,,,1
Male,135000,Commercial Associate,Secondary / Secondary Special,,,,4,0,2,1
,,,,Single / Not Married,,,7,0,,1
Female,,State Servant,Secondary / Secondary Special,,Core Staff,52,,,8,1
,450000,,Higher Education,Single / Not Married,Sales Staff,,2,0,,1
Male,202500,,Secondary / Secondary Special,,,39,,0,,1
Female,,Commercial Associate,Secondary / Secondary Special,Married,,29,,0,,1
,157500,Working,,Married,,,1,0,28,1
,225000,Working,,Married,Laborers,38,2,0,,1
,,Commercial Associate,Secondary / Secondary Special,Civil Marriage,,38,4,,14,1
,292500,,,Married,,39,,0,11,1
Male,247500,Commercial Associate,Secondary / Secondary Special,,Drivers,,,,,1
Female,225000,Commercial Associate,Secondary / Secondary Special,Single / Not Married,High Skill Tech Staff,,4,0,10,1
Male,180000,,,Separated,Laborers,40,,,4,1
Female,157500,Working,,Married,,,,,39,1
Female,103500,,Incomplete Higher,Married,,33,13,0,18,1
Female,112500,,Incomplete Higher,,Sales Staff,,,0,10,1
Male,,,Higher Education,,Core Staff,59,5,0,6,1
,103500,Commercial Associate,Secondary / Secondary Special,,,,2,0,2,1
,67500,Working,Secondary / Secondary Special,Married,,,20,0,2,1
Female,108000,Working,,Married,Low-Skill Laborers,55,,0,,1
,450000,,,Single / Not Married,,,6,,53,1
,112500,,,,Laborers,45,5,,,1
,391500,Working,Secondary / Secondary Special,,Core Staff,,,0,,1
Female,,,,,Accountants,,15,0,,1
,,,Higher Education,Single / Not Married,,47,2,,13,1
Female,,,Secondary / Secondary Special,Married,Sales Staff,35,2,1,,1
Male,202500,,Secondary / Secondary Special,Married,,65,,,14,1
Female,270000,Working,Secondary / Secondary Special,,,,,0,11,1
,202500,Working,,Married,,33,10,,6,1
,180000,Working,,Civil Marriage,,42,,,35,1
Male,126000,Working,,Single / Not Married,Core Staff,35,6,,,1
Male,180000,Working,Higher Education,,Managers,39,5,,30,1
Male,81000,Working,Secondary / Secondary Special,,Laborers,34,,,1,1
Female,67500,,Secondary / Secondary Special,Married,,55,16,,,1
Female,,,,Married,,33,,0,7,1
Male,,Working,,Married,Core Staff,,3,0,,1
Female,157500,,Secondary / Secondary Special,Married,Cooking Staff,47,,,11,1
Male,180000,Commercial Associate,,,High Skill Tech Staff,,,,46,1
Male,,Working,Secondary / Secondary Special,Married,Laborers,50,,,,1
Male,270000,Commercial Associate,,Married,,36,7,5,27,1
,135000,Working,,,,,18,,36,1
Male,,Working,Secondary / Secondary Special,,Laborers,,14,0,,1
Male,,Working,,Married,,44,20,,,1
,360000,,,Married,Laborers,35,,0,,1
,,Working,Secondary / Secondary Special,,,,,0,21,1
,,,Secondary / Secondary Special,,Laborers,33,3,0,15,1
,,Working,,,,52,,0,,1
Female,,Commercial Associate,Secondary / Secondary Special,Widow,,,,0,,1
,67500,,Secondary / Secondary Special,Married,Low-Skill Laborers,55,,0,,1
,225000,Working,Secondary / Secondary Special,Married,Sales Staff,57,,,,1
Female,157500,,,,,,1,0,8,1
,117000,Working,,Single / Not Married,Low-Skill Laborers,41,11,0,17,1
Female,90000,,Secondary / Secondary Special,Civil Marriage,,,4,,9,1
Male,99000,,Secondary / Secondary Special,,Drivers,46,9,,39,1
Female,,,Higher Education,Married,Core Staff,48,9,0,,1
Female,,Working,,Married,Sales Staff,,11,,15,1
,,,Secondary / Secondary Special,,,,,0,21,1
Female,135000,State Servant,Higher Education,Single / Not Married,,,,,,1
,,,Higher Education,Married,,47,4,0,10,1
Male,135000,Working,,,,,22,0,,1
Female,315000,,,,,,,,31,1
Male,,,,,Managers,35,,,,1
Female,292500,,,Single / Not Married,Managers,48,5,,18,1
Female,,,Secondary / Secondary Special,,Medicine Staff,,4,,,1
,,,,,,,10,,4,1
Male,180000,Working,,Married,,41,4,,8,1
,256500,Commercial Associate,Secondary / Secondary Special,,Core Staff,,,1,34,1
Female,144000,,Higher Education,Civil Marriage,,,1,0,,1
,135000,,,Married,Sales Staff,,,0,21,1
,,Working,,,Drivers,47,5,,16,1
,,Working,Secondary / Secondary Special,,Security Staff,41,,6,51,1
Male,225000,Commercial Associate,,,Drivers,,,,,1
,202500,,Secondary / Secondary Special,,Laborers,,6,,,1
Female,126000,,Secondary / Secondary Special,Married,,50,11,0,5,1
Female,,Working,Secondary / Secondary Special,,,40,9,0,,1
Male,135000,,Secondary / Secondary Special,Separated,Security Staff,,4,,,1
,126000,,Secondary / Secondary Special,,,,8,,,1
Male,157500,Working,,Married,,35,8,0,3,1
,,State Servant,Higher Education,Widow,Core Staff,,12,0,3,1
Male,252000,Working,,Married,,61,5,,8,1
Male,,State Servant,Secondary / Secondary Special,Married,,38,,0,11,1
Female,270000,,,Separated,Sales Staff,,3,0,,1
Male,225000,State Servant,,Married,Drivers,42,1,0,20,1
,157500,,,Civil Marriage,Cooking Staff,41,1,0,,1
Male,,Working,Higher Education,,,,11,,52,1
,315000,,Higher Education,Married,Accountants,40,16,,,1
Male,225000,,Secondary / Secondary Special,,Laborers,38,,0,5,1
,112500,,Higher Education,Civil Marriage,,,,,54,1
Female,180000,Working,Higher Education,Married,Laborers,57,20,,,1
Male,,Working,Secondary / Secondary Special,Married,Drivers,48,4,1,32,1
Female,90000,Working,Secondary / Secondary Special,Married,,,,1,,1
Female,157500,Commercial Associate,Secondary / Secondary Special,Married,,43,13,0,,1
,135000,,,,Accountants,,2,,,1
,211500,Working,Secondary / Secondary Special,,Cleaning Staff,,1,,,1
,,,Secondary / Secondary Special,Civil Marriage,Cooking Staff,60,,,28,1
,,,,Married,Laborers,25,3,,,1
Female,67500,,,,Sales Staff,,,,,1
,,Working,Incomplete Higher,Married,,25,,,12,1
Male,315000,Commercial Associate,Secondary / Secondary Special,,,33,3,,4,1
Male,,,,,,42,,1,6,1
Female,,,Higher Education,,Private Service Staff,,,0,11,1
,382500,,,,Managers,41,2,2,38,1
,,Working,Secondary / Secondary Special,,Security Staff,,12,0,,1
Female,157500,,Secondary / Secondary Special,Married,,35,,,43,1
Female,189000,Commercial Associate,,Civil Marriage,,45,,,,1
Male,180000,,Higher Education,,Sales Staff,27,3,0,4,1
,306000,State Servant,,Married,,35,,0,10,1
,,,Secondary / Secondary Special,,,34,15,,26,1
Female,90000,,,,Core Staff,51,25,,,1
Female,202500,Working,Secondary / Secondary Special,,Core Staff,32,5,,16,1
Male,157500,Working,Secondary / Secondary Special,,Laborers,33,11,0,26,1
,234000,Working,,Married,Laborers,33,5,0,,1
Female,90000,State Servant,Secondary / Secondary Special,,,36,17,0,41,1
,112500,Working,,Separated,Cleaning Staff,54,6,,,1
,180000,,,,,41,,0,33,1
Female,112500,,Secondary / Secondary Special,Married,,,10,0,,1
Female,67500,Working,Secondary / Secondary Special,Separated,Accountants,31,6,,6,1
Female,,,Secondary / Secondary Special,Married,,38,,,,1
Female,225000,Commercial Associate,Secondary / Secondary Special,Married,Core Staff,34,1,,11,1
Female,,Commercial Associate,Secondary / Secondary Special,Married,Sales Staff,,,1,35,1
Female,,State Servant,Secondary / Secondary Special,Single / Not Married,,53,,,21,1
,180000,State Servant,Higher Education,,Private Service Staff,67,,0,2,1
Male,360000,Commercial Associate,Higher Education,Married,Managers,41,7,,17,1
Female,,State Servant,Higher Education,Married,Managers,37,14,0,,1
,,,Higher Education,Married,Core Staff,52,,,12,1
,135000,Working,Secondary / Secondary Special,,Laborers,28,,,17,1
Male,180000,Commercial Associate,,Married,,43,,,29,1
,112500,Working,,Separated,Laborers,50,26,,19,1
Male,,Working,,,Drivers,,,,40,1
,,Commercial Associate,Secondary / Secondary Special,Civil Marriage,,35,2,0,20,1
,112500,State Servant,Lower Secondary,Married,,,16,0,,1
,,,Higher Education,,Sales Staff,32,2,0,2,1
,270000,,Higher Education,,Core Staff,57,18,0,15,1
Female,387000,Commercial Associate,Secondary / Secondary Special,Married,,42,,0,20,1
Female,72000,State Servant,Secondary / Secondary Special,,Managers,41,,,2,1
,,Working,Secondary / Secondary Special,Married,Managers,31,10,,7,1
,,,,Single / Not Married,,,,1,15,1
Female,,Working,Secondary / Secondary Special,,Accountants,,3,,24,1
Female,,State Servant,Secondary / Secondary Special,Civil Marriage,,,,,,1
,270000,,Academic Degree,Married,,34,,,,1
,,Commercial Associate,Secondary / Secondary Special,Married,,,23,,18,1
,,Working,Higher Education,Civil Marriage,,,,0,,1
,,Working,Secondary / Secondary Special,Widow,,43,12,0,30,1
,,Working,,Married,Sales Staff,30,,0,9,1
Female,292500,,Secondary / Secondary Special,Civil Marriage,,,,0,19,1
Male,,,,,High Skill Tech Staff,,20,,25,1
Male,180000,Commercial Associate,,,,41,,,26,1
Female,,,Secondary / Secondary Special,,Core Staff,,20,0,45,1
,292500,,Secondary / Secondary Special,Married,,58,24,,8,1
Female,157500,Working,,Married,Core Staff,46,,,60,1
Female,,Working,,Single / Not Married,High Skill Tech Staff,55,8,0,25,1
Female,270000,,Secondary / Secondary Special,Married,High Skill Tech Staff,36,,0,,1
Male,157500,,,Married,,27,3,0,,1
Male,315000,Working,Secondary / Secondary Special,,Drivers,,,0,18,1
,,Working,Secondary / Secondary Special,,Laborers,,,0,19,1
,202500,,,Married,Core Staff,,,0,,1
Female,315000,Commercial Associate,Higher Education,Married,Accountants,54,,,,1
Female,157500,,Secondary / Secondary Special,Married,,37,3,0,10,1
,,Working,,,Laborers,,,,11,1
Female,,,Secondary / Secondary Special,Married,,,11,1,,1
,,,Secondary / Secondary Special,Married,,34,4,0,6,1
Male,315000,Working,,Married,,39,3,,,1
,,Commercial Associate,,,Laborers,50,,1,,1
,,Working,,Married,,47,22,,,1
Female,72000,,Secondary / Secondary Special,Married,Sales Staff,,,,4,1
,90000,Working,Secondary / Secondary Special,,Laborers,25,3,0,6,1
,,Working,Secondary / Secondary Special,Civil Marriage,Laborers,,4,0,22,1
,315000,,Secondary / Secondary Special,Married,,34,,0,16,1
Male,,,Secondary / Secondary Special,,Private Service Staff,32,7,0,37,1
,130500,,Secondary / Secondary Special,,,32,8,0,13,1
,67500,,Higher Education,,Sales Staff,,2,0,,1
Female,,Commercial Associate,Higher Education,Married,,49,9,,,1
,225000,,,,,,2,0,,1
Female,157500,Working,Secondary / Secondary Special,,Sales Staff,,,0,2,1
,337500,State Servant,Higher Education,Married,,,12,0,,1
Male,112500,Working,Secondary / Secondary Special,,Laborers,,1,0,,1
Female,135000,Working,Secondary / Secondary Special,Widow,,55,2,0,48,1
Male,,Working,Higher Education,,,,2,0,,1
,225000,Working,,Civil Marriage,Drivers,,,0,9,1
,198000,,Secondary / Secondary Special,,Laborers,24,,,3,1
Female,157500,State Servant,Secondary / Secondary Special,Single / Not Married,Waiters/Barmen Staff,35,,0,2,1
